0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,98,0,0,98,0,0,0,0,0,0,0,0,0
0,0,0,126,0,0,112,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0
0,0,0,98,0,0,112,0,0,0,0,0,0,0,0,0
0,0,0,127,142,142,129,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,106,109,0,0,0,0,0
0,0,0,140,142,142,140,0,0,148,151,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
